model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,Clicks,MAP@10,NDCG,Precision@10,R-Precision,Recall@10
CNCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,3.3824,0.0529,0.0795,0.0451,0.0473,0.106
CNCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,3.4006,0.0532,0.0798,0.0447,0.049,0.1051
CNCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,3.3146,0.0557,0.0849,0.0467,0.0522,0.1101
CNCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,3.2468,0.0608,0.0933,0.0488,0.058,0.1206
CNCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,3.2543,0.0598,0.0909,0.0486,0.0568,0.1181
CNCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,3.2427,0.0604,0.0921,0.0493,0.0565,0.12
CNCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,3.2625,0.0588,0.0901,0.0484,0.0546,0.1183
CNCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,3.2402,0.06,0.0917,0.0498,0.0554,0.1207
CNCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,3.2394,0.0603,0.0927,0.0496,0.0565,0.1208
CNCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,3.2286,0.061,0.0932,0.0503,0.0565,0.1221
CNCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,3.2262,0.0614,0.0927,0.0499,0.0573,0.119
CNCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,3.2121,0.06,0.0928,0.0499,0.0581,0.1212
CNCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,3.2047,0.0623,0.0952,0.0504,0.0581,0.1232
CNCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,3.2369,0.0597,0.0916,0.0493,0.0564,0.1204
CNCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,3.2501,0.0603,0.0924,0.0492,0.0558,0.1207
CNCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,3.2228,0.0627,0.0952,0.05,0.0591,0.1214
CNCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,3.1658,0.0641,0.098,0.0523,0.0611,0.1276
CNCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,3.2047,0.061,0.0932,0.0501,0.0574,0.1216
CNCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,3.1592,0.0621,0.0964,0.0516,0.0578,0.1265
CNCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,3.1782,0.0621,0.0954,0.051,0.0586,0.1242
CNCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,3.208,0.0617,0.094,0.0502,0.0575,0.1222
CNCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,3.1518,0.0648,0.0985,0.0529,0.0602,0.1282
CNCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,3.2121,0.0608,0.0933,0.0502,0.0571,0.1226
CNCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,3.1947,0.0635,0.0961,0.051,0.0582,0.1251
CNCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,3.1881,0.0617,0.0941,0.0506,0.0577,0.1226
CNCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,3.1774,0.0633,0.096,0.0511,0.0594,0.1237
CNCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,3.1815,0.0634,0.0964,0.0521,0.0603,0.1259
CNCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,3.165,0.0642,0.0973,0.0521,0.0593,0.1254
CNCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,3.1823,0.0629,0.0954,0.0518,0.0581,0.1243
CNCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,3.2352,0.0615,0.0938,0.0498,0.0569,0.1214
VNCF,200,1,128,128,5e-05,10,0.0001,10,5,Adam,3.6915,0.0427,0.0585,0.0373,0.0356,0.0769
VNCF,200,1,128,128,5e-05,10,0.0001,20,5,Adam,3.3212,0.06,0.0896,0.0475,0.0564,0.113
VNCF,200,1,128,128,5e-05,10,0.0001,30,5,Adam,3.2559,0.0579,0.0889,0.0491,0.0537,0.1187
VNCF,200,1,128,128,5e-05,10,0.0001,40,5,Adam,3.2534,0.0597,0.0917,0.0484,0.0572,0.1188
VNCF,200,1,128,128,5e-05,10,0.0001,50,5,Adam,3.2253,0.0615,0.0942,0.0497,0.0593,0.1222
VNCF,200,1,128,128,5e-05,10,0.0001,60,5,Adam,3.179,0.0617,0.0953,0.0503,0.0602,0.124
VNCF,200,1,128,128,5e-05,10,0.0001,70,5,Adam,3.2361,0.0602,0.0933,0.0494,0.0584,0.1221
VNCF,200,1,128,128,5e-05,10,0.0001,80,5,Adam,3.1865,0.0636,0.0982,0.0505,0.0611,0.1261
VNCF,200,1,128,128,5e-05,10,0.0001,90,5,Adam,3.1757,0.0627,0.0972,0.0506,0.0615,0.1261
VNCF,200,1,128,128,5e-05,10,0.0001,100,5,Adam,3.1369,0.0631,0.099,0.0516,0.0607,0.1284
VNCF,200,1,128,128,5e-05,10,0.0001,110,5,Adam,3.1427,0.0634,0.0993,0.0513,0.0618,0.129
VNCF,200,1,128,128,5e-05,10,0.0001,120,5,Adam,3.1451,0.0632,0.0983,0.0512,0.0631,0.127
VNCF,200,1,128,128,5e-05,10,0.0001,130,5,Adam,3.1418,0.0636,0.0992,0.0519,0.0621,0.1298
VNCF,200,1,128,128,5e-05,10,0.0001,140,5,Adam,3.1476,0.0633,0.099,0.0517,0.0624,0.1287
VNCF,200,1,128,128,5e-05,10,0.0001,150,5,Adam,3.1046,0.0651,0.102,0.0528,0.0628,0.132
VNCF,200,1,128,128,5e-05,10,0.0001,160,5,Adam,3.1294,0.0631,0.0984,0.0521,0.0609,0.1289
VNCF,200,1,128,128,5e-05,10,0.0001,170,5,Adam,3.1377,0.0644,0.1009,0.0518,0.0625,0.1298
VNCF,200,1,128,128,5e-05,10,0.0001,180,5,Adam,3.1476,0.0633,0.0985,0.0518,0.0601,0.1288
VNCF,200,1,128,128,5e-05,10,0.0001,190,5,Adam,3.1055,0.0643,0.1013,0.0526,0.0614,0.133
VNCF,200,1,128,128,5e-05,10,0.0001,200,5,Adam,3.0939,0.0659,0.1026,0.0531,0.0621,0.1331
VNCF,200,1,128,128,5e-05,10,0.0001,210,5,Adam,3.103,0.0656,0.1026,0.0532,0.0629,0.1337
VNCF,200,1,128,128,5e-05,10,0.0001,220,5,Adam,3.1534,0.0636,0.0992,0.0521,0.0603,0.1292
VNCF,200,1,128,128,5e-05,10,0.0001,230,5,Adam,3.1559,0.0622,0.0978,0.0506,0.0594,0.1277
VNCF,200,1,128,128,5e-05,10,0.0001,240,5,Adam,3.079,0.0667,0.1052,0.0543,0.0639,0.1372
VNCF,200,1,128,128,5e-05,10,0.0001,250,5,Adam,3.1204,0.0655,0.1028,0.0532,0.0621,0.1341
VNCF,200,1,128,128,5e-05,10,0.0001,260,5,Adam,3.1055,0.0658,0.1038,0.053,0.0648,0.1337
VNCF,200,1,128,128,5e-05,10,0.0001,270,5,Adam,3.0964,0.0651,0.1028,0.0527,0.0631,0.1335
VNCF,200,1,128,128,5e-05,10,0.0001,280,5,Adam,3.1311,0.0608,0.097,0.0516,0.0579,0.1307
VNCF,200,1,128,128,5e-05,10,0.0001,290,5,Adam,3.0931,0.065,0.1021,0.0536,0.0636,0.1339
VNCF,200,1,128,128,5e-05,10,0.0001,300,5,Adam,3.1121,0.0653,0.1025,0.053,0.0637,0.1326
NCF,100,1,128,128,0.0001,10,0.0005,10,5,Adam,3.3105,0.0586,0.0876,0.0473,0.0546,0.1126
NCF,100,1,128,128,0.0001,10,0.0005,20,5,Adam,3.2832,0.0588,0.089,0.0476,0.056,0.1144
NCF,100,1,128,128,0.0001,10,0.0005,30,5,Adam,3.2162,0.06,0.0919,0.049,0.0567,0.1198
NCF,100,1,128,128,0.0001,10,0.0005,40,5,Adam,3.2113,0.0598,0.0922,0.05,0.056,0.1219
NCF,100,1,128,128,0.0001,10,0.0005,50,5,Adam,3.2228,0.0597,0.0919,0.0496,0.0567,0.1206
NCF,100,1,128,128,0.0001,10,0.0005,60,5,Adam,3.2361,0.0605,0.0925,0.049,0.0573,0.1193
NCF,100,1,128,128,0.0001,10,0.0005,70,5,Adam,3.2476,0.06,0.0918,0.0488,0.0563,0.1192
NCF,100,1,128,128,0.0001,10,0.0005,80,5,Adam,3.2063,0.0614,0.0942,0.0504,0.0579,0.1229
